gene,positive_n,negative_n,positive_mean_z,negative_mean_z,delta_z,mw_p,bh_fdr,by_fdr,holm_fwer
PMAIP1,11,99,0.09747272727272728,-0.025530303030303028,0.12300303030303031,0.6113535351031301,0.8593117972402334,1.0,1.0
JUND,11,99,0.05259090909090907,0.19913131313131316,-0.14654040404040408,0.6113535351031301,0.8593117972402334,1.0,1.0
EEF2,11,99,-0.3046181818181818,-0.030712121212121222,-0.27390606060606054,0.6113535351031301,0.8593117972402334,1.0,1.0
MSRB2,11,99,0.07600909090909093,-0.07103030303030305,0.14703939393939397,0.6113535351031301,0.8593117972402334,1.0,1.0
STK3,11,99,-0.006236363636363646,-0.11614141414141416,0.1099050505050505,0.6113535351031301,0.8593117972402334,1.0,1.0
TBC1D10C,11,99,-0.0044727272727272645,0.1029010101010101,-0.10737373737373737,0.6113535351031301,0.8593117972402334,1.0,1.0
ACO1,11,99,-0.38460909090909096,-0.17472626262626262,-0.20988282828282834,0.6113535351031301,0.8593117972402334,1.0,1.0
HDAC8,11,99,0.0005363636363636177,-0.13721818181818182,0.13775454545454544,0.6113535351031301,0.8593117972402334,1.0,1.0
SLC25A46,11,99,-0.15823636363636367,0.04895959595959597,-0.20719595959595966,0.6113535351031301,0.8593117972402334,1.0,1.0
MIR328,11,99,-0.7179272727272727,-0.6960919191919192,-0.021835353535353597,0.6114122042045873,0.8593430586979394,1.0,1.0
NKX3-2,11,99,-0.374209090909091,-0.3303606060606061,-0.043848484848484914,0.6114991501254674,0.8593992006664953,1.0,1.0
SLC14A2-AS1,11,99,-0.5527454545454545,-0.4762818181818181,-0.07646363636363646,0.6115250098511145,0.8593992006664953,1.0,1.0
OR10P1,11,99,-0.6115090909090909,-0.6135545454545456,0.0020454545454546835,0.6117358888270152,0.8595931389938819,1.0,1.0
MYL1,11,99,-0.4560272727272727,-0.37504747474747474,-0.08097979797979798,0.6117358888270152,0.8595931389938819,1.0,1.0
PVALB,11,99,-0.41359999999999997,-0.16034343434343437,-0.2532565656565656,0.6120547284728923,0.8599899365462821,1.0,1.0
SERPINA3,11,99,-0.431,-0.46311212121212125,0.03211212121212126,0.612253414350939,0.8600229626389925,1.0,1.0
AP3B2,11,99,-0.33374545454545457,-0.2177323232323232,-0.11601313131313137,0.612573172403278,0.8600229626389925,1.0,1.0
LINC00901,11,99,-0.9157454545454545,-0.8895767676767679,-0.026168686868686675,0.612615179154294,0.8600229626389925,1.0,1.0
LINC01117,11,99,-0.9198090909090908,-0.8755838383838379,-0.04422525252525289,0.612615179154294,0.8600229626389925,1.0,1.0
ASB17,11,99,-1.1649727272727273,-1.1266060606060608,-0.03836666666666644,0.612615179154294,0.8600229626389925,1.0,1.0
LINC01815,11,99,-0.8629454545454546,-0.8346292929292929,-0.028316161616161684,0.612615179154294,0.8600229626389925,1.0,1.0
DEFB136,11,99,-0.8254090909090909,-0.7872242424242423,-0.0381848484848486,0.612615179154294,0.8600229626389925,1.0,1.0
KRT82,11,99,-0.9619909090909092,-0.9119080808080807,-0.050082828282828507,0.612615179154294,0.8600229626389925,1.0,1.0
KRT6B,11,99,-1.0279545454545456,-0.9707252525252527,-0.05722929292929291,0.612615179154294,0.8600229626389925,1.0,1.0
MIR4803,11,99,-0.882290909090909,-0.8716252525252525,-0.010665656565656545,0.612615179154294,0.8600229626389925,1.0,1.0
RNASE12,11,99,-1.9337909090909091,-1.9736555555555557,0.0398646464646466,0.612615179154294,0.8600229626389925,1.0,1.0
HPYR1,11,99,-0.9860909090909092,-0.9311555555555556,-0.054935353535353615,0.612615179154294,0.8600229626389925,1.0,1.0
ETDA,11,99,-1.2518727272727272,-1.2446202020202022,-0.007252525252525066,0.612615179154294,0.8600229626389925,1.0,1.0
SPATA31A6,11,99,-1.0550818181818185,-1.0368171717171717,-0.01826464646464676,0.612615179154294,0.8600229626389925,1.0,1.0
FAM169B,11,99,-0.5547,-0.5366333333333333,-0.018066666666666675,0.6126250896221123,0.8600229626389925,1.0,1.0
CYP3A4,11,99,-0.2645363636363637,-0.11795656565656573,-0.14657979797979795,0.6130671545759311,0.8605923342128066,1.0,1.0
FRMD1,11,99,-0.4534818181818181,-0.40243030303030297,-0.051051515151515126,0.6138367241672424,0.8616213449425948,1.0,1.0
ZNF208,11,99,0.29981818181818176,-0.06703131313131312,0.36684949494949487,0.614192708318193,0.8620439645752332,1.0,1.0
AKR1C2,11,99,-0.19621818181818185,-0.32580606060606054,0.1295878787878787,0.6142403414306961,0.8620439645752332,1.0,1.0
ZNF556,11,99,-0.5268909090909091,-0.24131010101010097,-0.2855808080808081,0.6142474353770706,0.8620439645752332,1.0,1.0
ZSWIM2,11,99,-0.6465181818181819,-0.5957555555555557,-0.050762626262626176,0.6144559289600007,0.8622743708774488,1.0,1.0
RNU6-33P,11,99,-0.2853363636363636,-0.4837787878787879,0.1984424242424243,0.6144847159313604,0.8622743708774488,1.0,1.0
RIPPLY3,11,99,-0.40752727272727274,-0.04093030303030303,-0.3665969696969697,0.614718979098644,0.8625517913952542,1.0,1.0
IGSF9,11,99,0.12604545454545454,-0.1212858585858586,0.24733131313131312,0.6147836148841377,0.8625691450288502,1.0,1.0
LINC01024,11,99,-0.043127272727272715,-0.0735878787878788,0.030460606060606084,0.6148338647466359,0.8625691450288502,1.0,1.0
ZNF221,11,99,0.21290909090909088,-0.022358585858585852,0.23526767676767674,0.6148410416981821,0.8625691450288502,1.0,1.0
PTPRT,11,99,-0.4683454545454545,-0.37271313131313133,-0.09563232323232318,0.6149390879704655,0.8626553927939629,1.0,1.0
MEPE,11,99,-0.6355272727272727,-0.5435414141414142,-0.0919858585858585,0.6154448678938162,0.8632421952928111,1.0,1.0
IZUMO2,11,99,-0.7777181818181819,-0.6451494949494948,-0.13256868686868706,0.6154463464038642,0.8632421952928111,1.0,1.0
BCAN,11,99,-0.25033636363636363,-0.16970606060606064,-0.080630303030303,0.6156157686546084,0.8632421952928111,1.0,1.0
GPRACR,11,99,-0.3161272727272728,-0.3635050505050505,0.047377777777777685,0.6158381182256663,0.8632421952928111,1.0,1.0
UGT2A1,11,99,-0.3857090909090909,-0.30106262626262625,-0.08464646464646464,0.6159288142237144,0.8632421952928111,1.0,1.0
LINC01933,11,99,-0.29028181818181814,-0.23585757575757582,-0.05442424242424232,0.6161159113108134,0.8632421952928111,1.0,1.0
MS4A8,11,99,-0.43832727272727273,-0.38205858585858576,-0.05626868686868697,0.6161309302024396,0.8632421952928111,1.0,1.0
C16orf92,11,99,-0.5384818181818182,-0.44387373737373736,-0.09460808080808081,0.6162299002463834,0.8632421952928111,1.0,1.0
MIR4525,11,99,-0.9670727272727273,-0.8022080808080808,-0.1648646464646465,0.616231257472171,0.8632421952928111,1.0,1.0
SFTA3,11,99,-0.7288272727272727,-0.6370636363636362,-0.09176363636363649,0.6163206843475553,0.8632421952928111,1.0,1.0
UGT2B7,11,99,-0.4232545454545455,-0.40683636363636366,-0.016418181818181832,0.6163206843475553,0.8632421952928111,1.0,1.0
MIR518C,11,99,-0.7095454545454545,-0.7733545454545457,0.06380909090909126,0.6163229180342238,0.8632421952928111,1.0,1.0
GNAT3,11,99,-0.49188181818181803,-0.43672020202020206,-0.05516161616161597,0.6163229180342238,0.8632421952928111,1.0,1.0
LINC00704,11,99,-0.867709090909091,-0.9045515151515152,0.03684242424242423,0.6163229180342238,0.8632421952928111,1.0,1.0
LINC02294,11,99,-0.7987909090909092,-0.7146212121212121,-0.08416969696969712,0.6163229180342238,0.8632421952928111,1.0,1.0
CDR1,11,99,-0.7545272727272727,-0.6533494949494948,-0.10117777777777792,0.6163229180342238,0.8632421952928111,1.0,1.0
SYT13,11,99,-0.49112727272727275,-0.3359565656565655,-0.15517070707070724,0.6163299063592117,0.8632421952928111,1.0,1.0
C20orf62,11,99,-0.35501818181818184,-0.21172222222222226,-0.1432959595959596,0.6164462339491218,0.8632421952928111,1.0,1.0
SNORD93,11,99,-0.6000545454545455,-0.4790282828282827,-0.12102626262626281,0.6164462339491218,0.8632421952928111,1.0,1.0
HEATR5A-DT,11,99,-0.37549090909090915,-0.20591313131313127,-0.16957777777777788,0.6166423367663685,0.8632421952928111,1.0,1.0
LINC01192,11,99,-0.40678181818181824,-0.34565050505050493,-0.061131313131313314,0.6168482413283913,0.8632421952928111,1.0,1.0
SLC45A1,11,99,-0.4326636363636364,-0.2204595959595959,-0.2122040404040405,0.6175098927601881,0.8632421952928111,1.0,1.0
LINC00705,11,99,-0.5109545454545454,-0.4729636363636363,-0.03799090909090913,0.6176464580631014,0.8632421952928111,1.0,1.0
UGT1A3,11,99,-0.7341272727272727,-0.7008080808080809,-0.03331919191919186,0.6176480822401256,0.8632421952928111,1.0,1.0
GNG8,11,99,0.015081818181818194,-0.07358181818181818,0.08866363636363638,0.6177090226873841,0.8632421952928111,1.0,1.0
USHBP1,11,99,-0.1178363636363636,-0.03943838383838385,-0.07839797979797974,0.6179950687145148,0.8632421952928111,1.0,1.0
PRDM5,11,99,-0.2409818181818182,-0.19041313131313134,-0.050568686868686874,0.6182328919575728,0.8632421952928111,1.0,1.0
FAM198B,11,99,-0.3398727272727273,-0.050710101010101045,-0.2891626262626263,0.6183105645643387,0.8632421952928111,1.0,1.0
AGAP2-AS1,11,99,0.0643272727272727,-0.08602424242424243,0.15035151515151512,0.618328772923266,0.8632421952928111,1.0,1.0
RGS13,11,99,-0.1291,0.10518383838383837,-0.23428383838383837,0.6183541019705948,0.8632421952928111,1.0,1.0
SNORA14B,11,99,0.19379090909090912,0.013281818181818195,0.18050909090909092,0.6183548934223091,0.8632421952928111,1.0,1.0
PXT1,11,99,-0.024509090909090904,0.092030303030303,-0.11653939393939391,0.6183548934223091,0.8632421952928111,1.0,1.0
ZDHHC11,11,99,-0.001281818181818202,-0.016104040404040395,0.014822222222222193,0.6183556848691141,0.8632421952928111,1.0,1.0
UQCRFS1,11,99,0.15420909090909093,-0.05002727272727274,0.20423636363636366,0.618357267747996,0.8632421952928111,1.0,1.0
FBXO9,11,99,-0.23363636363636367,-0.1283060606060606,-0.10533030303030308,0.618357267747996,0.8632421952928111,1.0,1.0
ZNF17,11,99,0.20177272727272727,0.07278080808080806,0.1289919191919192,0.618357267747996,0.8632421952928111,1.0,1.0
KIF18B,11,99,-0.0411090909090909,-0.19211818181818185,0.15100909090909095,0.618357267747996,0.8632421952928111,1.0,1.0
CTNNAL1,11,99,0.1098363636363636,-0.14604747474747476,0.2558838383838383,0.618358059180073,0.8632421952928111,1.0,1.0
ZNF862,11,99,0.1424909090909091,0.1166888888888889,0.025802020202020215,0.618358059180073,0.8632421952928111,1.0,1.0
PSMB8-AS1,11,99,0.1537090909090909,-0.02767474747474752,0.18138383838383842,0.618358059180073,0.8632421952928111,1.0,1.0
SLC2A4RG,11,99,0.1835,0.005173737373737381,0.1783262626262626,0.618358059180073,0.8632421952928111,1.0,1.0
CDK8,11,99,-0.1451818181818182,-0.05013434343434343,-0.09504747474747477,0.618358059180073,0.8632421952928111,1.0,1.0
DIEXF,11,99,0.14765454545454548,0.0045404040404040434,0.14311414141414144,0.618358059180073,0.8632421952928111,1.0,1.0
KRBOX4,11,99,-0.11678181818181822,0.01843535353535352,-0.13521717171717174,0.618358059180073,0.8632421952928111,1.0,1.0
GMPPA,11,99,0.06927272727272728,-0.07687373737373736,0.14614646464646464,0.618358059180073,0.8632421952928111,1.0,1.0
GTPBP3,11,99,-0.16764545454545451,0.06058080808080813,-0.22822626262626264,0.618358059180073,0.8632421952928111,1.0,1.0
BBS4,11,99,-0.12248181818181819,-0.023644444444444433,-0.09883737373737375,0.618358059180073,0.8632421952928111,1.0,1.0
SASS6,11,99,0.16488181818181816,-0.025703030303030318,0.19058484848484847,0.618358059180073,0.8632421952928111,1.0,1.0
NDST1,11,99,-0.14664545454545458,-0.10662323232323234,-0.04002222222222224,0.618358059180073,0.8632421952928111,1.0,1.0
HSPA14,11,99,-0.12093636363636366,0.025691919191919176,-0.14662828282828283,0.618358059180073,0.8632421952928111,1.0,1.0
RMDN1,11,99,-0.28446363636363636,-0.042287878787878784,-0.24217575757575757,0.618358059180073,0.8632421952928111,1.0,1.0
AOC3,11,99,0.17554545454545456,0.07628181818181816,0.0992636363636364,0.618358059180073,0.8632421952928111,1.0,1.0
PPP6C,11,99,-0.1428909090909091,0.009503030303030317,-0.15239393939393941,0.618358059180073,0.8632421952928111,1.0,1.0
